path,class,gone_syms,n_gone,lines_base,lines_premerge,lines_fork,lines_upstream,applies_3way,carries_brand,tranche
tests/acp/test_mcp_e2e.py,PORT-AS-IS,,0,313,366,314,313,yes,no,
tests/acp/test_permissions.py,PORT-AS-IS,,0,189,236,192,189,yes,no,
tests/acp/test_ping_suppression.py,PORT-AS-IS,,0,191,212,193,191,yes,no,
tests/acp/test_session.py,PORT-AS-IS,,0,329,600,331,377,yes,no,
tests/acp_adapter/test_acp_commands.py,PORT-AS-IS,,0,169,200,171,169,yes,no,
tests/agent/lsp/test_diagnostics_field.py,PORT-AS-IS,,0,101,147,102,101,yes,no,
tests/agent/test_auxiliary_config_bridge.py,PORT-AS-IS,,0,246,309,252,246,yes,no,
tests/agent/test_auxiliary_transport_autodetect.py,PORT-AS-IS,,0,140,237,140,140,yes,no,
tests/agent/test_compressor_historical_media.py,PORT-AS-IS,,0,168,266,168,168,yes,no,
tests/agent/test_compressor_image_tokens.py,PORT-AS-IS,,0,90,141,90,90,yes,no,
tests/agent/test_context_engine.py,PORT-AS-IS,,0,347,250,347,347,yes,no,
tests/agent/test_copilot_acp_client.py,PORT-AS-IS,,0,234,207,234,319,yes,no,
tests/agent/test_credential_pool_routing.py,PORT-AS-IS,,0,545,234,545,565,yes,no,
tests/agent/test_error_classifier.py,PORT-AS-IS,,0,1085,1258,1085,1294,yes,no,
tests/agent/test_insights.py,PORT-AS-IS,,0,672,733,672,776,yes,no,
tests/agent/test_minimax_auxiliary_url.py,PORT-AS-IS,,0,27,42,27,74,yes,no,
tests/agent/test_models_dev.py,PORT-AS-IS,,0,392,447,442,1307,yes,no,
tests/agent/test_moonshot_schema.py,PORT-AS-IS,,0,395,562,395,395,yes,no,
tests/agent/test_plugin_llm.py,PORT-AS-IS,,0,655,991,655,655,yes,no,
tests/agent/transports/test_codex_app_server_session.py,PORT-AS-IS,,0,898,1024,898,898,yes,no,
tests/agent/transports/test_codex_event_projector.py,PORT-AS-IS,,0,279,303,279,279,yes,no,
tests/cli/test_cli_extension_hooks.py,PORT-AS-IS,,0,138,138,138,138,yes,no,
tests/cli/test_cli_new_session.py,PORT-AS-IS,,0,299,282,299,299,yes,no,
tests/cli/test_cli_preloaded_skills.py,PORT-AS-IS,,0,155,127,155,155,yes,no,
tests/cli/test_cli_provider_resolution.py,PORT-AS-IS,,0,595,700,597,682,yes,no,
tests/cli/test_cli_status_command.py,PORT-AS-IS,,0,109,101,109,133,yes,yes,
tests/cli/test_cli_steer_busy_path.py,PORT-AS-IS,,0,146,146,146,146,yes,no,
tests/cli/test_cli_user_message_preview.py,PORT-AS-IS,,0,90,92,90,90,yes,no,
tests/cli/test_resume_display.py,PORT-AS-IS,,0,431,663,431,426,yes,yes,
tests/cli/test_tool_progress_scrollback.py,PORT-AS-IS,,0,197,189,197,197,yes,no,
tests/cron/test_cron_inactivity_timeout.py,PORT-AS-IS,,0,237,316,237,237,yes,no,
tests/cron/test_cron_no_agent.py,PORT-AS-IS,,0,163,334,165,369,yes,no,
tests/e2e/matrix_xsign_bootstrap/test_bootstrap.py,PORT-AS-IS,,0,331,333,331,331,yes,no,
tests/gateway/test_active_session_text_merge.py,PORT-AS-IS,,0,264,152,264,264,yes,no,
tests/gateway/test_api_server.py,PORT-AS-IS,,0,2868,3314,2869,3070,yes,no,
tests/gateway/test_api_server_jobs.py,PORT-AS-IS,,0,500,665,500,500,yes,no,
tests/gateway/test_busy_session_ack.py,PORT-AS-IS,,0,473,554,473,473,yes,no,
tests/gateway/test_busy_session_auth_bypass.py,PORT-AS-IS,,0,194,223,194,194,yes,no,
tests/gateway/test_cancel_background_drain.py,PORT-AS-IS,,0,148,148,148,148,yes,no,
tests/gateway/test_complete_path_at_filter.py,PORT-AS-IS,,0,265,281,267,265,yes,no,
tests/gateway/test_compress_plugin_engine.py,PORT-AS-IS,,0,147,173,147,147,yes,no,
tests/gateway/test_config.py,PORT-AS-IS,,0,1186,706,1187,1205,yes,no,
tests/gateway/test_discord_allowed_mentions.py,PORT-AS-IS,,0,120,155,120,120,yes,no,
tests/gateway/test_discord_bot_filter.py,PORT-AS-IS,,0,146,117,146,146,yes,no,
tests/gateway/test_discord_channel_controls.py,PORT-AS-IS,,0,242,344,242,242,yes,no,
tests/gateway/test_discord_connect.py,PORT-AS-IS,,0,624,907,624,709,yes,yes,
tests/gateway/test_discord_document_handling.py,PORT-AS-IS,,0,353,531,353,353,yes,no,
tests/gateway/test_discord_free_response.py,PORT-AS-IS,,0,829,886,829,829,yes,no,
tests/gateway/test_discord_slash_auth.py,PORT-AS-IS,,0,552,741,552,552,yes,no,
tests/gateway/test_dm_topics.py,PORT-AS-IS,,0,480,811,480,480,yes,no,
tests/gateway/test_ephemeral_reply.py,PORT-AS-IS,,0,248,336,248,248,yes,no,
tests/gateway/test_goal_verdict_send.py,PORT-AS-IS,,0,155,221,155,176,yes,no,
tests/gateway/test_irc_adapter.py,PORT-AS-IS,,0,408,724,408,408,yes,yes,
tests/gateway/test_keep_typing_timeout.py,PORT-AS-IS,,0,236,200,236,236,yes,no,
tests/gateway/test_matrix_mention.py,PORT-AS-IS,,0,386,813,386,386,yes,no,
tests/gateway/test_matrix_voice.py,PORT-AS-IS,,0,266,334,266,266,yes,no,
tests/gateway/test_media_download_retry.py,PORT-AS-IS,,0,559,981,559,559,yes,no,
tests/gateway/test_pending_drain_no_recursion.py,PORT-AS-IS,,0,292,351,292,292,yes,no,
tests/gateway/test_pending_drain_race.py,PORT-AS-IS,,0,212,212,212,228,yes,no,
tests/gateway/test_platform_base.py,PORT-AS-IS,,0,1254,731,1254,1254,yes,no,
tests/gateway/test_queue_consumption.py,PORT-AS-IS,,0,222,364,223,222,yes,no,
tests/gateway/test_retry_replacement.py,PORT-AS-IS,,0,151,97,151,151,yes,no,
tests/gateway/test_run_cleanup_progress.py,PORT-AS-IS,,0,297,367,297,297,yes,no,
tests/gateway/test_run_progress_interrupt.py,PORT-AS-IS,,0,251,217,253,251,yes,no,
tests/gateway/test_shutdown_memory_provider_messages.py,PORT-AS-IS,,0,91,148,91,91,yes,no,
tests/gateway/test_slack.py,PORT-AS-IS,,0,4561,3179,4561,4689,yes,no,
tests/gateway/test_slash_access.py,PORT-AS-IS,,0,128,289,128,128,yes,no,
tests/gateway/test_telegram_callback_auth_fail_closed.py,PORT-AS-IS,,0,89,108,89,89,yes,no,
tests/gateway/test_telegram_network.py,PORT-AS-IS,,0,491,676,491,569,yes,no,
tests/gateway/test_telegram_reactions.py,PORT-AS-IS,,0,156,317,156,156,yes,no,
tests/gateway/test_unavailable_skill_hint.py,BRANDING,,0,102,185,102,102,,yes,
tests/gateway/test_webhook_deliver_only.py,PORT-AS-IS,,0,250,473,250,250,yes,no,
tests/gateway/test_webhook_integration.py,PORT-AS-IS,,0,340,339,340,340,yes,no,
tests/gateway/test_whatsapp_connect.py,PORT-AS-IS,,0,490,703,490,493,yes,no,
tests/hermes_cli/test_bedrock_model_picker.py,PORT-AS-IS,,0,213,363,213,213,yes,no,
tests/hermes_cli/test_dingtalk_auth.py,PORT-AS-IS,,0,169,217,169,169,yes,no,
tests/hermes_cli/test_ensure_acp_launcher.py,PORT-AS-IS,,0,62,,62,62,yes,no,
tests/hermes_cli/test_kanban_boards.py,PORT-AS-IS,,0,346,559,346,346,yes,no,
tests/hermes_cli/test_kanban_decompose_db.py,PORT-AS-IS,,0,92,182,106,92,yes,no,
tests/hermes_cli/test_kanban_notify.py,PORT-AS-IS,,0,255,640,255,1132,yes,no,
tests/hermes_cli/test_launcher.py,PORT-AS-IS,,0,42,42,42,42,yes,no,
tests/hermes_cli/test_model_catalog.py,PORT-AS-IS,,0,488,388,491,488,yes,no,
tests/hermes_cli/test_ollama_cloud_provider.py,PORT-AS-IS,,0,349,512,384,349,yes,no,
tests/hermes_cli/test_opencode_go_flat_namespace.py,PORT-AS-IS,,0,95,159,95,95,yes,no,
tests/hermes_cli/test_profiles.py,PORT-AS-IS,,0,919,1184,920,1127,yes,no,
tests/hermes_cli/test_proxy.py,PORT-AS-IS,,0,376,787,376,376,yes,no,
tests/hermes_cli/test_resolve_ephemeral_system_prompt.py,PORT-AS-IS,,0,63,,61,63,yes,no,
tests/hermes_cli/test_sessions_size_delta_label.py,PORT-AS-IS,,0,24,,24,24,yes,no,
tests/hermes_cli/test_setup_reconfigure.py,PORT-AS-IS,,0,202,286,202,202,yes,no,
tests/hermes_cli/test_tool_token_estimation.py,PORT-AS-IS,,0,101,283,101,101,yes,no,
tests/hermes_cli/test_tui_resume_flow.py,PORT-AS-IS,,0,288,685,289,288,yes,no,
tests/hermes_cli/test_update_fleet_restart_timeout.py,PORT-AS-IS,,0,115,,115,182,yes,no,
tests/hermes_cli/test_update_hangup_protection.py,PORT-AS-IS,,0,233,331,241,238,yes,yes,
tests/hermes_cli/test_update_stale_dashboard.py,PORT-AS-IS,,0,440,394,473,771,yes,no,
tests/hermes_cli/test_update_zip_atomic_replace.py,PORT-AS-IS,,0,39,,39,39,yes,no,
tests/hermes_cli/test_web_ui_build.py,PORT-AS-IS,,0,370,210,375,429,yes,no,
tests/hermes_state/test_resolve_resume_session_id.py,PORT-AS-IS,,0,104,97,105,104,yes,no,
tests/honcho_plugin/test_empty_profile_hint.py,PORT-AS-IS,,0,57,85,57,57,yes,no,
tests/honcho_plugin/test_pin_peer_name.py,PORT-AS-IS,,0,574,307,574,574,yes,no,
tests/integration/test_daytona_terminal.py,PORT-AS-IS,,0,123,123,123,123,yes,no,
tests/integration/test_ha_integration.py,PORT-AS-IS,,0,341,341,341,341,yes,no,
tests/integration/test_modal_terminal.py,PORT-AS-IS,,0,294,294,294,294,yes,no,
tests/integration/test_voice_channel_flow.py,PORT-AS-IS,,0,761,762,761,761,yes,no,
tests/integration/test_web_tools.py,PORT-AS-IS,,0,505,620,505,505,yes,no,
tests/plugins/test_achievements_plugin.py,PORT-AS-IS,,0,303,377,303,303,yes,no,
tests/plugins/test_disk_cleanup_plugin.py,PORT-AS-IS,,0,421,427,421,421,yes,no,
tests/plugins/test_teams_pipeline_plugin.py,PORT-AS-IS,,0,424,468,424,570,yes,no,
tests/plugins/web/test_web_search_provider_plugins.py,PORT-AS-IS,,0,314,476,314,333,yes,no,
tests/run_agent/test_background_review_summary.py,PORT-AS-IS,,0,112,130,112,112,yes,no,
tests/run_agent/test_compress_focus_plugin_fallback.py,PORT-AS-IS,,0,74,75,74,74,yes,no,
tests/run_agent/test_concurrent_interrupt.py,PORT-AS-IS,,0,145,146,145,145,yes,no,
tests/run_agent/test_deepseek_v4_thinking_live.py,PORT-AS-IS,,0,245,247,247,245,yes,no,
tests/run_agent/test_dict_tool_call_args.py,PORT-AS-IS,,0,78,73,78,78,yes,no,
tests/run_agent/test_init_fallback_on_exhausted_pool.py,PORT-AS-IS,,0,69,69,69,69,yes,no,
tests/run_agent/test_interrupt_propagation.py,PORT-AS-IS,,0,277,247,279,277,yes,no,
tests/run_agent/test_openai_client_lifecycle.py,PORT-AS-IS,,0,217,189,217,217,yes,no,
tests/run_agent/test_plugin_context_engine_init.py,PORT-AS-IS,,0,212,91,212,212,yes,no,
tests/run_agent/test_primary_runtime_restore.py,PORT-AS-IS,,0,591,571,612,600,yes,no,
tests/run_agent/test_provider_attribution_headers.py,PORT-AS-IS,,0,238,224,238,283,yes,yes,
tests/run_agent/test_session_reset_fix.py,PORT-AS-IS,,0,92,121,92,92,yes,no,
tests/run_agent/test_stream_drop_logging.py,PORT-AS-IS,,0,220,247,220,220,yes,no,
tests/run_agent/test_stream_interrupt_retry.py,PORT-AS-IS,,0,242,163,243,325,yes,no,
tests/run_agent/test_strict_api_validation.py,PORT-AS-IS,,0,131,144,131,131,yes,no,
tests/run_agent/test_thinking_only_sanitizer.py,PORT-AS-IS,,0,180,249,180,244,yes,no,
tests/run_agent/test_token_persistence_non_cli.py,PORT-AS-IS,,0,88,95,88,128,yes,no,
tests/skills/test_fetch_transcript.py,PORT-AS-IS,,0,56,87,56,56,yes,no,
tests/skills/test_google_workspace_api.py,PORT-AS-IS,,0,197,281,197,197,yes,no,
tests/skills/test_hyperliquid_skill.py,PORT-AS-IS,,0,135,358,135,135,yes,no,
tests/skills/test_memento_cards.py,PORT-AS-IS,,0,242,427,242,242,yes,no,
tests/skills/test_openclaw_migration.py,PORT-AS-IS,,0,755,1109,755,755,yes,no,
tests/skills/test_openclaw_migration_hardening.py,PORT-AS-IS,,0,323,391,323,323,yes,no,
tests/skills/test_telephony_skill.py,PORT-AS-IS,,0,134,229,134,134,yes,no,
tests/skills/test_youtube_quiz.py,PORT-AS-IS,,0,81,128,81,81,yes,no,
tests/stress/test_concurrency.py,PORT-AS-IS,,0,301,302,301,301,yes,no,
tests/stress/test_concurrency_mixed.py,PORT-AS-IS,,0,350,350,350,350,yes,no,
tests/stress/test_concurrency_reclaim_race.py,PORT-AS-IS,,0,241,241,241,241,yes,no,
tests/stress/test_subprocess_e2e.py,PORT-AS-IS,,0,228,229,228,228,yes,no,
tests/test_base_url_hostname.py,PORT-AS-IS,,0,120,160,120,120,yes,no,
tests/test_batch_runner_checkpoint.py,PORT-AS-IS,,0,241,252,241,241,yes,no,
tests/test_cli_skin_integration.py,PORT-AS-IS,,0,113,154,124,113,yes,yes,
tests/test_evidence_store.py,PORT-AS-IS,,0,144,186,144,144,yes,no,
tests/test_hermes_bootstrap.py,PORT-AS-IS,,0,367,314,367,367,yes,yes,
tests/test_install_sh_pythonpath_sanitization.py,PORT-AS-IS,,0,30,30,30,30,yes,yes,
tests/test_install_sh_symlink_stomp.py,BRANDING,,0,122,123,122,122,,yes,
tests/test_live_system_guard_self_test.py,PORT-AS-IS,,0,309,295,309,309,yes,no,
tests/test_mini_swe_runner.py,PORT-AS-IS,,0,60,60,60,60,yes,no,
tests/test_model_tools_async_bridge.py,PORT-AS-IS,,0,447,446,447,447,yes,no,
tests/test_ollama_num_ctx.py,PORT-AS-IS,,0,132,360,357,132,yes,no,
tests/test_termux_all_extra_compat.py,PORT-AS-IS,,0,23,23,23,23,yes,no,
tests/test_timezone.py,PORT-AS-IS,,0,274,385,274,274,yes,no,
tests/test_toolsets.py,PORT-AS-IS,,0,283,256,283,358,yes,no,
tests/test_yuanbao_pipeline.py,PORT-AS-IS,,0,1348,1029,1348,1348,yes,no,
tests/tools/test_approval.py,PORT-AS-IS,,0,1570,1307,1570,1784,yes,no,
tests/tools/test_browser_camofox_state.py,PORT-AS-IS,,0,45,66,48,45,yes,no,
tests/tools/test_browser_cloud_fallback.py,PORT-AS-IS,,0,69,168,71,69,yes,no,
tests/tools/test_browser_console.py,PORT-AS-IS,,0,412,360,419,415,yes,no,
tests/tools/test_browser_lightpanda.py,PORT-AS-IS,,0,430,638,432,430,yes,no,
tests/tools/test_browser_supervisor_healthcheck.py,PORT-AS-IS,,0,133,167,133,133,yes,no,
tests/tools/test_clipboard.py,PORT-AS-IS,,0,565,1146,565,565,yes,no,
tests/tools/test_command_guards.py,PORT-AS-IS,,0,436,291,436,436,yes,no,
tests/tools/test_daytona_environment.py,PORT-AS-IS,,0,325,416,326,325,yes,no,
tests/tools/test_file_ops_cwd_tracking.py,PORT-AS-IS,,0,129,178,129,129,yes,no,
tests/tools/test_file_tools.py,PORT-AS-IS,,0,1001,396,1009,1002,yes,no,
tests/tools/test_managed_media_gateways.py,PORT-AS-IS,,0,341,298,341,343,yes,no,
tests/tools/test_mcp_tool_issue_948.py,PORT-AS-IS,,0,148,97,148,148,yes,no,
tests/tools/test_microsoft_graph_auth.py,PORT-AS-IS,,0,114,179,114,114,yes,no,
tests/tools/test_microsoft_graph_client.py,PORT-AS-IS,,0,94,257,94,94,yes,no,
tests/tools/test_modal_bulk_upload.py,PORT-AS-IS,,0,161,299,165,161,yes,no,
tests/tools/test_modal_snapshot_isolation.py,PORT-AS-IS,,0,228,258,228,228,yes,no,
tests/tools/test_notify_on_complete.py,PORT-AS-IS,,0,437,353,440,437,yes,no,
tests/tools/test_patch_parser.py,PORT-AS-IS,,0,915,516,920,915,yes,no,
tests/tools/test_read_loop_detection.py,PORT-AS-IS,,0,244,334,246,244,yes,no,
tests/tools/test_signal_media.py,PORT-AS-IS,,0,204,208,204,204,yes,no,
tests/tools/test_skill_size_limits.py,PORT-AS-IS,,0,177,216,178,177,yes,no,
tests/tools/test_skills_hub.py,PORT-AS-IS,,0,1806,1676,1806,1806,yes,no,
tests/tools/test_skills_hub_clawhub.py,PORT-AS-IS,,0,624,307,628,680,yes,no,
tests/tools/test_spotify_client.py,PORT-AS-IS,,0,120,300,121,120,yes,no,
tests/tools/test_terminal_foreground_timeout_cap.py,PORT-AS-IS,,0,156,241,163,156,yes,no,
tests/tools/test_terminal_none_command_guard.py,PORT-AS-IS,,0,21,21,21,21,yes,no,
tests/tools/test_todo_tool.py,PORT-AS-IS,,0,156,120,157,187,yes,no,
tests/tools/test_transcription_dotenv_fallback.py,PORT-AS-IS,,0,240,268,240,240,yes,no,
tests/tools/test_transcription_tools.py,PORT-AS-IS,,0,1232,1408,1233,1246,yes,no,
tests/tools/test_tts_dotenv_fallback.py,PORT-AS-IS,,0,236,277,236,236,yes,no,
tests/tools/test_tts_piper.py,PORT-AS-IS,,0,246,308,248,246,yes,no,
tests/tools/test_vercel_sandbox_environment.py,PORT-AS-IS,,0,621,606,621,623,yes,no,
tests/tools/test_video_generation_dispatch.py,PORT-AS-IS,,0,113,126,113,113,yes,no,
tests/tools/test_vision_native_fast_path.py,PORT-AS-IS,,0,249,213,249,249,yes,no,
tests/tools/test_watch_patterns.py,PORT-AS-IS,,0,338,496,343,367,yes,no,
tests/tools/test_web_providers.py,PORT-AS-IS,,0,472,335,473,531,yes,no,
tests/tools/test_web_providers_ddgs.py,PORT-AS-IS,,0,293,246,293,293,yes,no,
tests/tools/test_website_policy.py,PORT-AS-IS,,0,303,541,306,303,yes,no,
tools/browser_cdp_tool.py,PORT-AS-IS,,0,684,569,684,684,yes,no,
tools/browser_supervisor.py,PORT-AS-IS,,0,1518,1457,1518,1518,yes,no,
tools/clarify_gateway.py,PORT-AS-IS,,0,459,278,459,605,yes,no,
tools/computer_use/tool.py,PORT-AS-IS,,0,1365,523,1367,1892,yes,no,
tools/discord_tool.py,PORT-AS-IS,,0,1116,963,1120,1116,yes,yes,
tools/env_passthrough.py,PORT-AS-IS,,0,223,146,224,223,yes,no,
tools/environments/daytona.py,PORT-AS-IS,,0,270,279,279,270,yes,no,
tools/environments/file_sync.py,PORT-AS-IS,,0,484,402,484,484,yes,no,
tools/environments/managed_modal.py,PORT-AS-IS,,0,282,285,285,282,yes,no,
tools/environments/modal.py,PORT-AS-IS,,0,478,479,479,478,yes,no,
tools/environments/ssh.py,PORT-AS-IS,,0,426,296,427,435,yes,no,
tools/environments/vercel_sandbox.py,PORT-AS-IS,,0,662,657,665,662,yes,no,
tools/feishu_doc_tool.py,PORT-AS-IS,,0,138,138,138,138,yes,no,
tools/feishu_drive_tool.py,PORT-AS-IS,,0,431,431,431,431,yes,no,
tools/interrupt.py,PORT-AS-IS,,0,113,100,115,113,yes,no,
tools/microsoft_graph_auth.py,PORT-AS-IS,,0,245,247,247,245,yes,no,
tools/microsoft_graph_client.py,PORT-AS-IS,,0,400,410,402,400,yes,no,
tools/neutts_synth.py,PORT-AS-IS,,0,110,104,110,110,yes,no,
tools/osv_check.py,PORT-AS-IS,,0,218,155,218,218,yes,no,
tools/patch_parser.py,PORT-AS-IS,,0,729,595,732,737,yes,no,
tools/registry.py,PORT-AS-IS,,0,1001,589,1001,1309,yes,no,
tools/send_message_tool.py,PORT-AS-IS,,0,2116,2023,2134,2274,yes,yes,
tools/tirith_security.py,PORT-AS-IS,,0,872,804,873,872,yes,no,
tools/voice_mode.py,PORT-AS-IS,,0,2379,1023,2384,2379,yes,no,
toolset_distributions.py,PORT-AS-IS,,0,358,364,358,358,yes,no,
trajectory_compressor.py,PORT-AS-IS,,0,1598,1511,1601,1598,yes,no,
tui_gateway/entry.py,PORT-AS-IS,,0,490,251,490,490,yes,no,
tui_gateway/event_publisher.py,PORT-AS-IS,,0,126,126,126,126,yes,no,
tui_gateway/render.py,PORT-AS-IS,,0,49,49,49,49,yes,no,
tui_gateway/server.py,PORT-AS-IS,,0,14430,6756,14434,15624,yes,no,
tui_gateway/slash_worker.py,PORT-AS-IS,,0,196,76,196,196,yes,no,
tui_gateway/ws.py,PORT-AS-IS,,0,476,178,476,476,yes,no,
ui-tui/packages/hermes-ink/src/ink/events/input-event.ts,PORT-AS-IS,,0,176,,176,176,yes,no,
ui-tui/packages/hermes-ink/src/ink/screen.ts,PORT-AS-IS,,0,1590,,1590,1591,yes,no,
ui-tui/src/__tests__/details.test.ts,PORT-AS-IS,,0,115,,120,115,yes,no,
ui-tui/src/__tests__/terminalParity.test.ts,PORT-AS-IS,,0,77,,79,128,yes,no,
ui-tui/src/__tests__/terminalSetup.test.ts,PORT-AS-IS,,0,399,,403,507,yes,no,
ui-tui/src/__tests__/theme.test.ts,PORT-AS-IS,,0,683,,715,683,yes,yes,
ui-tui/src/app.tsx,PORT-AS-IS,,0,25,,28,25,yes,yes,
ui-tui/src/app/interfaces.ts,PORT-AS-IS,,0,639,,647,645,yes,no,
ui-tui/src/app/overlayStore.ts,PORT-AS-IS,,0,163,,171,163,yes,no,
ui-tui/src/app/slash/registry.ts,PORT-AS-IS,,0,26,,30,26,yes,no,
ui-tui/src/app/uiStore.ts,BRANDING,,0,51,,51,53,,yes,
ui-tui/src/app/useMainApp.ts,PORT-AS-IS,,0,1209,,1214,1279,yes,no,
ui-tui/src/banner.ts,PORT-AS-IS,,0,93,,104,93,yes,yes,
ui-tui/src/components/appChrome.tsx,PORT-AS-IS,,0,893,,953,893,yes,yes,
ui-tui/src/components/appLayout.tsx,PORT-AS-IS,,0,592,,614,595,yes,yes,
ui-tui/src/components/appOverlays.tsx,PORT-AS-IS,,0,384,,408,389,yes,no,
ui-tui/src/components/branding.tsx,PORT-AS-IS,,0,562,,592,562,yes,yes,
ui-tui/src/components/thinking.tsx,PORT-AS-IS,,0,1237,,1280,1256,yes,no,
ui-tui/src/content/setup.ts,PORT-AS-IS,,0,17,,17,17,yes,yes,
ui-tui/src/domain/details.ts,PORT-AS-IS,,0,76,,79,76,yes,no,
ui-tui/src/gatewayTypes.ts,PORT-AS-IS,,0,741,,785,758,yes,no,
ui-tui/src/lib/editor.test.ts,PORT-AS-IS,,0,74,,80,74,yes,no,
ui-tui/src/lib/terminalParity.ts,PORT-AS-IS,,0,78,,87,78,yes,yes,
ui-tui/src/lib/terminalSetup.ts,PORT-AS-IS,,0,444,,451,505,yes,no,
ui-tui/src/theme.ts,PORT-AS-IS,,0,969,,1138,969,yes,yes,
ui-tui/vitest.config.ts,PORT-AS-IS,,0,7,,17,7,yes,no,
web/README.md,PORT-AS-IS,,0,104,,105,104,yes,yes,
web/index.html,PORT-AS-IS,,0,16,,16,16,yes,no,
web/public/favicon.ico,BINARY-ASSET,,0,203,,150,203,,no,
web/src/i18n/af.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/de.ts,PORT-AS-IS,,0,770,,782,776,yes,yes,
web/src/i18n/es.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/fr.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/ga.ts,PORT-AS-IS,,0,779,,791,785,yes,yes,
web/src/i18n/hu.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/it.ts,PORT-AS-IS,,0,770,,782,776,yes,yes,
web/src/i18n/ja.ts,PORT-AS-IS,,0,770,,782,776,yes,yes,
web/src/i18n/ko.ts,PORT-AS-IS,,0,770,,782,776,yes,yes,
web/src/i18n/pt.ts,PORT-AS-IS,,0,772,,784,778,yes,yes,
web/src/i18n/ru.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/tr.ts,PORT-AS-IS,,0,771,,783,777,yes,yes,
web/src/i18n/types.ts,PORT-AS-IS,,0,857,,867,874,yes,no,
web/src/i18n/uk.ts,PORT-AS-IS,,0,772,,784,778,yes,yes,
web/src/i18n/zh-hant.ts,PORT-AS-IS,,0,770,,782,776,yes,yes,
web/src/i18n/zh.ts,PORT-AS-IS,,0,766,,778,772,yes,yes,
web/src/lib/resolve-page-title.ts,PORT-AS-IS,,0,57,,58,57,yes,no,
web/src/pages/DocsPage.tsx,PORT-AS-IS,,0,69,,71,69,yes,yes,
web/src/plugins/registry.ts,PORT-AS-IS,,0,168,,168,192,yes,yes,
web/src/themes/presets.ts,PORT-AS-IS,,0,240,,297,240,yes,yes,
website/docs/developer-guide/adding-providers.md,PORT-AS-IS,,0,463,,463,463,yes,yes,
website/docs/developer-guide/agent-loop.md,PORT-AS-IS,,0,239,,239,239,yes,yes,
website/docs/developer-guide/architecture.md,PORT-AS-IS,,0,279,,279,279,yes,yes,
website/docs/developer-guide/context-compression-and-caching.md,PORT-AS-IS,,0,508,,508,510,yes,yes,
website/docs/developer-guide/context-engine-plugin.md,BRANDING,,0,272,,272,272,,yes,
website/docs/developer-guide/cron-internals.md,PORT-AS-IS,,0,303,,303,303,yes,yes,
website/docs/developer-guide/extending-the-cli.md,PORT-AS-IS,,0,192,,192,192,yes,yes,
website/docs/developer-guide/plugin-llm-access.md,PORT-AS-IS,,0,466,,466,506,yes,yes,
website/docs/developer-guide/provider-runtime.md,PORT-AS-IS,,0,212,,212,212,yes,yes,
website/docs/developer-guide/session-storage.md,PORT-AS-IS,,0,410,,410,410,yes,yes,
website/docs/developer-guide/tools-runtime.md,PORT-AS-IS,,0,236,,236,236,yes,yes,
website/docs/developer-guide/trajectory-format.md,PORT-AS-IS,,0,232,,232,232,yes,yes,
website/docs/developer-guide/video-gen-provider-plugin.md,PORT-AS-IS,,0,231,,231,231,yes,yes,
website/docs/guides/aws-bedrock.md,PORT-AS-IS,,0,178,,178,178,yes,yes,
website/docs/guides/azure-foundry.md,PORT-AS-IS,,0,334,,334,334,yes,yes,
website/docs/guides/delegation-patterns.md,PORT-AS-IS,,0,240,,240,240,yes,yes,
website/docs/guides/local-llm-on-mac.md,PORT-AS-IS,,0,244,,244,244,yes,yes,
website/docs/guides/microsoft-graph-app-registration.md,PORT-AS-IS,,0,180,,180,180,yes,yes,
website/docs/guides/operate-teams-meeting-pipeline.md,PORT-AS-IS,,0,288,,288,295,yes,yes,
website/docs/guides/tips.md,PORT-AS-IS,,0,238,,238,238,yes,yes,
website/docs/guides/use-mcp-with-hermes.md,PORT-AS-IS,,0,541,,541,541,yes,yes,
website/docs/guides/use-soul-with-hermes.md,PORT-AS-IS,,0,264,,264,264,yes,yes,
website/docs/integrations/providers.md,PORT-AS-IS,,0,1569,,1569,1598,yes,no,
website/docs/reference/mcp-config-reference.md,PORT-AS-IS,,0,337,,337,401,yes,yes,
website/docs/user-guide/checkpoints-and-rollback.md,PORT-AS-IS,,0,252,,252,279,yes,yes,
website/docs/user-guide/features/batch-processing.md,PORT-AS-IS,,0,230,,230,230,yes,yes,
website/docs/user-guide/features/code-execution.md,PORT-AS-IS,,0,296,,296,296,yes,yes,
website/docs/user-guide/features/context-files.md,PORT-AS-IS,,0,233,,233,236,yes,yes,
website/docs/user-guide/features/context-references.md,PORT-AS-IS,,0,142,,142,142,yes,yes,
website/docs/user-guide/features/credential-pools.md,PORT-AS-IS,,0,265,,265,265,yes,yes,
website/docs/user-guide/features/deliverable-mode.md,PORT-AS-IS,,0,134,,134,134,yes,yes,
website/docs/user-guide/features/extending-the-dashboard.md,PORT-AS-IS,,0,927,,927,927,yes,yes,
website/docs/user-guide/features/goals.md,PORT-AS-IS,,0,289,,289,289,yes,yes,
