path,class,gone_syms,n_gone,lines_base,lines_premerge,lines_fork,lines_upstream,applies_3way,carries_brand,tranche
website/docs/user-guide/features/memory.md,PORT-AS-IS,,0,359,,359,391,yes,yes,
website/docs/user-guide/features/personality.md,PORT-AS-IS,,0,289,,289,289,yes,yes,
website/docs/user-guide/features/vision.md,PORT-AS-IS,,0,214,,214,214,yes,yes,
website/docs/user-guide/messaging/bluebubbles.md,PORT-AS-IS,,0,171,,171,171,yes,yes,
website/docs/user-guide/messaging/dingtalk.md,PORT-AS-IS,,0,283,,283,283,yes,yes,
website/docs/user-guide/messaging/feishu.md,PORT-AS-IS,,0,590,,590,590,yes,yes,
website/docs/user-guide/messaging/homeassistant.md,PORT-AS-IS,,0,269,,269,269,yes,yes,
website/docs/user-guide/messaging/line.md,PORT-AS-IS,,0,200,,200,200,yes,yes,
website/docs/user-guide/messaging/mattermost.md,PORT-AS-IS,,0,340,,340,340,yes,yes,
website/docs/user-guide/messaging/qqbot.md,PORT-AS-IS,,0,123,,123,123,yes,yes,
website/docs/user-guide/messaging/signal.md,PORT-AS-IS,,0,258,,258,258,yes,yes,
website/docs/user-guide/messaging/sms.md,PORT-AS-IS,,0,203,,203,203,yes,yes,
website/docs/user-guide/messaging/teams.md,PORT-AS-IS,,0,285,,285,288,yes,yes,
website/docs/user-guide/messaging/webhooks.md,PORT-AS-IS,,0,566,,566,608,yes,yes,
website/docs/user-guide/messaging/wecom-callback.md,PORT-AS-IS,,0,179,,179,179,yes,yes,
website/docs/user-guide/messaging/wecom.md,PORT-AS-IS,,0,301,,301,301,yes,yes,
website/docs/user-guide/messaging/weixin.md,PORT-AS-IS,,0,333,,333,333,yes,yes,
website/docs/user-guide/messaging/whatsapp.md,PORT-AS-IS,,0,279,,279,279,yes,yes,
website/docs/user-guide/profile-distributions.md,PORT-AS-IS,,0,651,,651,744,yes,yes,
website/docs/user-guide/security.md,PORT-AS-IS,,0,807,,807,819,yes,yes,
website/docs/user-guide/skills/bundled/apple/apple-apple-reminders.md,PORT-AS-IS,,0,146,,146,146,yes,yes,
website/docs/user-guide/skills/bundled/apple/apple-findmy.md,PORT-AS-IS,,0,149,,149,149,yes,yes,
website/docs/user-guide/skills/bundled/apple/apple-imessage.md,PORT-AS-IS,,0,118,,118,118,yes,yes,
website/docs/user-guide/skills/bundled/autonomous-ai-agents/autonomous-ai-agents-opencode.md,PORT-AS-IS,,0,237,,237,237,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-architecture-diagram.md,PORT-AS-IS,,0,165,,165,165,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-ascii-art.md,PORT-AS-IS,,0,338,,338,338,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-ascii-video.md,PORT-AS-IS,,0,265,,265,265,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-baoyu-infographic.md,PORT-AS-IS,,0,256,,256,256,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-claude-design.md,PORT-AS-IS,,0,668,,668,668,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-comfyui.md,PORT-AS-IS,,0,616,,616,616,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-manim-video.md,PORT-AS-IS,,0,292,,292,292,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-p5js.md,PORT-AS-IS,,0,576,,576,576,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-popular-web-designs.md,PORT-AS-IS,,0,223,,223,223,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-pretext.md,PORT-AS-IS,,0,238,,238,238,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-songwriting-and-ai-music.md,PORT-AS-IS,,0,319,,319,319,yes,yes,
website/docs/user-guide/skills/bundled/creative/creative-touchdesigner-mcp.md,PORT-AS-IS,,0,373,,373,373,yes,yes,
website/docs/user-guide/skills/bundled/email/email-himalaya.md,PORT-AS-IS,,0,319,,319,319,yes,yes,
website/docs/user-guide/skills/bundled/github/github-codebase-inspection.md,PORT-AS-IS,,0,132,,132,132,yes,yes,
website/docs/user-guide/skills/bundled/github/github-github-auth.md,PORT-AS-IS,,0,265,,265,265,yes,yes,
website/docs/user-guide/skills/bundled/github/github-github-code-review.md,PORT-AS-IS,,0,499,,499,499,yes,yes,
website/docs/user-guide/skills/bundled/github/github-github-issues.md,PORT-AS-IS,,0,388,,388,388,yes,yes,
website/docs/user-guide/skills/bundled/github/github-github-pr-workflow.md,PORT-AS-IS,,0,385,,385,385,yes,yes,
website/docs/user-guide/skills/bundled/github/github-github-repo-management.md,PORT-AS-IS,,0,534,,534,534,yes,yes,
website/docs/user-guide/skills/bundled/media/media-gif-search.md,PORT-AS-IS,,0,106,,106,106,yes,yes,
website/docs/user-guide/skills/bundled/media/media-songsee.md,PORT-AS-IS,,0,98,,98,98,yes,yes,
website/docs/user-guide/skills/bundled/media/media-youtube-content.md,PORT-AS-IS,,0,100,,100,100,yes,yes,
website/docs/user-guide/skills/bundled/mlops/mlops-evaluation-weights-and-biases.md,PORT-AS-IS,,0,613,,613,613,yes,yes,
website/docs/user-guide/skills/bundled/mlops/mlops-huggingface-hub.md,PORT-AS-IS,,0,100,,100,100,yes,yes,
website/docs/user-guide/skills/bundled/mlops/mlops-inference-llama-cpp.md,PORT-AS-IS,,0,267,,267,267,yes,yes,
website/docs/user-guide/skills/bundled/note-taking/note-taking-obsidian.md,PORT-AS-IS,,0,85,,85,85,yes,yes,
website/docs/user-guide/skills/bundled/productivity/productivity-maps.md,PORT-AS-IS,,0,210,,210,210,yes,yes,
website/docs/user-guide/skills/bundled/productivity/productivity-nano-pdf.md,PORT-AS-IS,,0,70,,70,70,yes,yes,
website/docs/user-guide/skills/bundled/productivity/productivity-notion.md,PORT-AS-IS,,0,463,,463,463,yes,yes,
website/docs/user-guide/skills/bundled/productivity/productivity-ocr-and-documents.md,PORT-AS-IS,,0,193,,193,193,yes,yes,
website/docs/user-guide/skills/bundled/research/research-arxiv.md,PORT-AS-IS,,0,300,,300,300,yes,yes,
website/docs/user-guide/skills/bundled/research/research-blogwatcher.md,PORT-AS-IS,,0,152,,152,152,yes,yes,
website/docs/user-guide/skills/bundled/research/research-llm-wiki.md,PORT-AS-IS,,0,526,,526,526,yes,yes,
website/docs/user-guide/skills/bundled/smart-home/smart-home-openhue.md,PORT-AS-IS,,0,127,,127,127,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-dogfood.md,PORT-AS-IS,,0,183,,183,183,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-node-inspect-debugger.md,PORT-AS-IS,,0,337,,337,337,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-python-debugpy.md,PORT-AS-IS,,0,391,,391,391,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-requesting-code-review.md,PORT-AS-IS,,0,298,,298,298,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-spike.md,PORT-AS-IS,,0,217,,217,217,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-systematic-debugging.md,PORT-AS-IS,,0,429,,429,429,yes,yes,
website/docs/user-guide/skills/bundled/software-development/software-development-test-driven-development.md,PORT-AS-IS,,0,380,,380,380,yes,yes,
website/docs/user-guide/skills/optional/blockchain/blockchain-evm.md,PORT-AS-IS,,0,227,,227,227,yes,yes,
website/docs/user-guide/skills/optional/blockchain/blockchain-hyperliquid.md,PORT-AS-IS,,0,228,,228,228,yes,yes,
website/docs/user-guide/skills/optional/blockchain/blockchain-solana.md,PORT-AS-IS,,0,225,,225,225,yes,yes,
website/docs/user-guide/skills/optional/communication/communication-one-three-one-rule.md,PORT-AS-IS,,0,114,,114,114,yes,yes,
website/docs/user-guide/skills/optional/creative/creative-concept-diagrams.md,PORT-AS-IS,,0,379,,379,379,yes,yes,
website/docs/user-guide/skills/optional/creative/creative-heartmula.md,PORT-AS-IS,,0,191,,191,191,yes,yes,
website/docs/user-guide/skills/optional/creative/creative-hyperframes.md,PORT-AS-IS,,0,205,,205,205,yes,yes,
website/docs/user-guide/skills/optional/creative/creative-meme-generation.md,PORT-AS-IS,,0,147,,147,147,yes,yes,
website/docs/user-guide/skills/optional/creative/creative-pixel-art.md,PORT-AS-IS,,0,233,,233,233,yes,yes,
website/docs/user-guide/skills/optional/data-science/data-science-jupyter-notebook.md,PORT-AS-IS,,0,195,,195,195,yes,yes,
website/docs/user-guide/skills/optional/devops/devops-docker-management.md,PORT-AS-IS,,0,297,,297,297,yes,yes,
website/docs/user-guide/skills/optional/devops/devops-pinggy-tunnel.md,PORT-AS-IS,,0,326,,326,326,yes,yes,
website/docs/user-guide/skills/optional/devops/devops-watchers.md,PORT-AS-IS,,0,126,,126,126,yes,yes,
website/docs/user-guide/skills/optional/dogfood/dogfood-adversarial-ux-test.md,PORT-AS-IS,,0,209,,209,209,yes,yes,
website/docs/user-guide/skills/optional/email/email-agentmail.md,PORT-AS-IS,,0,145,,145,145,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-3-statement-model.md,PORT-AS-IS,,0,451,,451,451,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-comps-analysis.md,PORT-AS-IS,,0,682,,682,682,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-dcf-model.md,PORT-AS-IS,,0,1288,,1288,1288,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-excel-author.md,PORT-AS-IS,,0,262,,262,262,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-lbo-model.md,PORT-AS-IS,,0,309,,309,309,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-merger-model.md,PORT-AS-IS,,0,162,,162,162,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-pptx-author.md,PORT-AS-IS,,0,191,,191,191,yes,yes,
website/docs/user-guide/skills/optional/finance/finance-stocks.md,PORT-AS-IS,,0,112,,112,112,yes,yes,
website/docs/user-guide/skills/optional/gaming/gaming-minecraft-modpack-server.md,PORT-AS-IS,,0,209,,209,209,yes,yes,
website/docs/user-guide/skills/optional/gaming/gaming-pokemon-player.md,PORT-AS-IS,,0,240,,240,240,yes,yes,
website/docs/user-guide/skills/optional/health/health-fitness-nutrition.md,PORT-AS-IS,,0,259,,259,259,yes,yes,
website/docs/user-guide/skills/optional/mcp/mcp-fastmcp.md,PORT-AS-IS,,0,315,,315,315,yes,yes,
website/docs/user-guide/skills/optional/mcp/mcp-mcporter.md,PORT-AS-IS,,0,138,,138,138,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-accelerate.md,PORT-AS-IS,,0,366,,366,366,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-chroma.md,PORT-AS-IS,,0,425,,425,425,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-clip.md,PORT-AS-IS,,0,272,,272,272,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-faiss.md,PORT-AS-IS,,0,240,,240,240,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-flash-attention.md,PORT-AS-IS,,0,388,,388,388,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-guidance.md,PORT-AS-IS,,0,595,,595,595,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-huggingface-tokenizers.md,PORT-AS-IS,,0,535,,535,535,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-inference-outlines.md,PORT-AS-IS,,0,679,,679,679,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-instructor.md,PORT-AS-IS,,0,759,,759,759,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-lambda-labs.md,PORT-AS-IS,,0,568,,568,568,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-llava.md,PORT-AS-IS,,0,323,,323,323,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-modal.md,PORT-AS-IS,,0,368,,368,368,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-nemo-curator.md,PORT-AS-IS,,0,415,,415,415,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-obliteratus.md,PORT-AS-IS,,0,360,,360,360,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-peft.md,PORT-AS-IS,,0,452,,452,452,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-pinecone.md,PORT-AS-IS,,0,396,,396,396,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-pytorch-fsdp.md,PORT-AS-IS,,0,97,,97,97,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-pytorch-lightning.md,PORT-AS-IS,,0,365,,365,365,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-qdrant.md,PORT-AS-IS,,0,522,,522,522,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-research-dspy.md,PORT-AS-IS,,0,609,,609,609,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-saelens.md,PORT-AS-IS,,0,439,,439,439,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-simpo.md,PORT-AS-IS,,0,237,,237,237,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-slime.md,PORT-AS-IS,,0,486,,486,486,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-stable-diffusion.md,PORT-AS-IS,,0,542,,542,542,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-tensorrt-llm.md,PORT-AS-IS,,0,208,,208,208,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-torchtitan.md,PORT-AS-IS,,0,404,,404,404,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-training-axolotl.md,PORT-AS-IS,,0,181,,181,181,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-training-trl-fine-tuning.md,PORT-AS-IS,,0,512,,512,512,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-training-unsloth.md,PORT-AS-IS,,0,98,,98,98,yes,yes,
website/docs/user-guide/skills/optional/mlops/mlops-whisper.md,PORT-AS-IS,,0,336,,336,336,yes,yes,
website/docs/user-guide/skills/optional/productivity/productivity-here-now.md,PORT-AS-IS,,0,231,,231,231,yes,yes,
website/docs/user-guide/skills/optional/productivity/productivity-memento-flashcards.md,PORT-AS-IS,,0,336,,336,336,yes,yes,
website/docs/user-guide/skills/optional/productivity/productivity-shopify.md,PORT-AS-IS,,0,377,,377,377,yes,yes,
website/docs/user-guide/skills/optional/productivity/productivity-siyuan.md,PORT-AS-IS,,0,305,,305,305,yes,yes,
website/docs/user-guide/skills/optional/research/research-bioinformatics.md,PORT-AS-IS,,0,254,,254,254,yes,yes,
website/docs/user-guide/skills/optional/research/research-darwinian-evolver.md,PORT-AS-IS,,0,217,,217,217,yes,yes,
website/docs/user-guide/skills/optional/research/research-domain-intel.md,PORT-AS-IS,,0,121,,121,121,yes,yes,
website/docs/user-guide/skills/optional/research/research-drug-discovery.md,PORT-AS-IS,,0,237,,237,237,yes,yes,
website/docs/user-guide/skills/optional/research/research-duckduckgo-search.md,PORT-AS-IS,,0,255,,255,255,yes,yes,
website/docs/user-guide/skills/optional/research/research-gitnexus-explorer.md,PORT-AS-IS,,0,232,,232,232,yes,yes,
website/docs/user-guide/skills/optional/research/research-parallel-cli.md,PORT-AS-IS,,0,411,,411,411,yes,yes,
website/docs/user-guide/skills/optional/research/research-qmd.md,PORT-AS-IS,,0,459,,459,459,yes,yes,
website/docs/user-guide/skills/optional/research/research-scrapling.md,PORT-AS-IS,,0,351,,351,351,yes,yes,
website/docs/user-guide/skills/optional/research/research-searxng-search.md,PORT-AS-IS,,0,212,,212,212,yes,yes,
website/docs/user-guide/skills/optional/security/security-1password.md,PORT-AS-IS,,0,173,,173,173,yes,yes,
website/docs/user-guide/skills/optional/security/security-oss-forensics.md,PORT-AS-IS,,0,426,,426,426,yes,yes,
website/docs/user-guide/skills/optional/security/security-sherlock.md,PORT-AS-IS,,0,208,,208,208,yes,yes,
website/docs/user-guide/skills/optional/software-development/software-development-rest-graphql-debug.md,PORT-AS-IS,,0,532,,532,532,yes,yes,
website/docs/user-guide/skills/optional/software-development/software-development-subagent-driven-development.md,PORT-AS-IS,,0,370,,370,370,yes,yes,
website/docs/user-guide/skills/optional/yuanbao/yuanbao-yuanbao.md,PORT-AS-IS,,0,127,,127,127,yes,yes,
website/docs/user-stories.mdx,PORT-AS-IS,,0,10,,10,10,yes,yes,
website/scripts/extract-skills.py,PORT-AS-IS,,0,684,352,684,684,yes,no,
website/scripts/generate-llms-txt.py,PORT-AS-IS,,0,306,306,306,386,yes,yes,
website/scripts/generate-skill-docs.py,PORT-AS-IS,,0,773,775,773,773,yes,yes,
website/src/components/UserStoriesCollage/index.tsx,PORT-AS-IS,,0,312,,312,312,yes,yes,
website/static/img/apple-touch-icon.png,BINARY-ASSET,,0,721,,333,721,,no,
website/static/img/favicon-16x16.png,BINARY-ASSET,,0,24,,24,24,,no,
website/static/img/favicon-32x32.png,BINARY-ASSET,,0,65,,35,65,,no,
website/static/img/favicon.ico,BINARY-ASSET,,0,213,,150,213,,no,
website/static/img/favicon.svg,PORT-AS-IS,,0,3,,32,3,yes,yes,
website/static/img/hermes-agent-banner.png,BINARY-ASSET,,0,278,,5540,278,,no,
website/static/img/logo.png,BINARY-ASSET,,0,38257,,1423,38257,,no,
